type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description
Movie;Malibu Rescue: The Next Wave;Savage Steve Holland;Ricardo Hurtado, Breanna Yde, Jackie R. Jacobson, Abby Donnelly, Alkoya Brunson, Jeff Meacham, Ella Gross, Carlos Sanson, JT Neal, Camaron Engels, Kirrilee Berger;United States;August 4, 2020;2020;TV-G;71 min;Children & Family Movies, Comedies;As summer returns to Malibu, Team Flounder takes to the beach to host — and unexpectedly compete in — the International Beachmaster Competition.
Movie;Death to 2020;Al Campbell, Alice Mathias;Samuel L. Jackson, Hugh Grant, Lisa Kudrow, Kumail Nanjiani, Tracey Ullman, Samson Kayo, Leslie Jones, Diane Morgan, Cristin Milioti, Joe Keery;United States;December 27, 2020;2020;TV-MA;71 min;Comedies;"As the year we all want to end finally does, take a look back at 2020's mad glory in this comedic retrospective from the creators of ""Black Mirror."""
Movie;Marc Maron: End Times Fun;Lynn Shelton;Marc Maron;United States;March 10, 2020;2020;TV-MA;71 min;Stand-Up Comedy;Marc Maron wades through a swamp of vitamin hustlers, evangelicals and grown male nerd children, culminating in a gleefully filthy end-times fantasy.
Movie;Yours Sincerely, Kanan Gill;Neville Shah;Kanan Gill;India;April 24, 2020;2020;TV-MA;72 min;Stand-Up Comedy;Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.
Movie;Octonauts & the Caves of Sac Actun;Blair Simmons;Teresa Gallagher, Simon Greenall, Keith Wickham, Rob Rackstraw, Michael Murphy, Jo Wyatt, Helen Walsh, Andres Williams, Paul Panting;United Kingdom;August 14, 2020;2020;TV-Y;72 min;Children & Family Movies;The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea.
Movie;Nasha Natasha;Martín Sastre;Natalia Oreiro;Uruguay;August 6, 2020;2020;TV-PG;72 min;Documentaries, International Movies, Music & Musicals;Concert and behind-the-scenes footage capture life on tour for Uruguayan sensation Natalia Oreiro as she performs for packed crowds throughout Russia.
Movie;Barbie Princess Adventure;Conrad Helten;America Young, Erica Lindbeck, Ritesh Rajan, Dave Fennoy, Stephanie Sheh, Cristina Milizia, Desirae Whitfield, Emma Galvin, Angelo Restaino, Eamon Brennan, Ogie Banks;Netherlands;September 1, 2020;2020;TV-Y;72 min;Children & Family Movies, Music & Musicals;Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike.
Movie;Hannah Gadsby: Douglas;Madeleine Parry;Hannah Gadsby;Australia;May 26, 2020;2020;TV-MA;73 min;Stand-Up Comedy;Hannah Gadsby returns for her second special and digs deep into the complexities of popularity, identity and her most unusual dog park encounter.
Movie;Altered Carbon: Resleeved;Takeru Nakajima, Yoshiyuki Okada;Tatsuhisa Suzuki, Rina Satou, Ayaka Asai, Jouji Nakata, Kenji Yamauchi, Kanehira Yamamoto, Koji Ishii;Japan, United States;March 19, 2020;2020;TV-MA;75 min;Action & Adventure, Anime Features, International Movies;On the planet Latimer, Takeshi Kovacs must protect a tattooist while investigating the death of a yakuza boss alongside a no-nonsense CTAC.
Movie;Fukrey Boyzzz: Space Mein Fukrapanti;Avinash Walzade;Viraaj Modgill, Jasleen Singh, Pooja Punjabi, Amit Deondi, Ketan Kava, Zeel Thakkar, Manish Bhavan, Viswanathan Sridhar;India;November 13, 2020;2020;TV-Y7;75 min;Children & Family Movies, Comedies;After a foreboding dream about aliens comes true, a fun-loving trio must prevent human intelligence from being stolen from planet Earth.
Movie;Vir Das: For India;Vir Das, Ajay Bhuyan;Vir Das;India;January 26, 2020;2020;TV-MA;76 min;Stand-Up Comedy;From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.
Movie;David Batra: Elefanten i rummet;David Batra, Jon Rudberg;David Batra;Sweden;April 1, 2020;2020;TV-MA;77 min;Stand-Up Comedy;Swedish comedian David Batra gets personal as he playfully details the perks and pitfalls of being married to a recently resigned political leader.
Movie;Story of Kale: When Someone's in Love;Angga Dwimas Sasongko;Ardhito Pramono, Aurélie Moeremans, Arya Saloka, Roy Sungkono, Gilbert Pohan, Azizah Hanum, Tanta Ginting;Indonesia;April 8, 2021;2020;TV-PG;78 min;Dramas, International Movies, Romantic Movies;After leaving a toxic relationship, Dinda embarks on a romance with Kale, whose view on love soon shatters as he wrestles with his own insecurities.
Movie;Yes, God, Yes;Karen Maine;Natalia Dyer, Timothy Simons, Wolfgang Novogratz, Francesca Reale, Susan Blackwell, Alisha Boe, Donna Lynne Champlin, Parker Wierling;United States;October 22, 2020;2020;R;78 min;Comedies, Dramas, Independent Movies;A devoutly religious teen grapples with her own sexual awakening, and attends a Catholic school retreat in the hopes of suppressing her newfound urges.
Movie;Spirit Riding Free: Ride Along Adventure;Beth Sleven, Allan Jacobsen, Kevin Wotton;Amber Frank, Bailey Gambertoglio, Sydney Park, Katey Sagal, Rachel Kimsey, Darcy Rose Byrnes, Duncan Joiner, Bella Aboulhosn, Kai Scott;United States;December 8, 2020;2020;TV-Y7;79 min;Children & Family Movies;Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.
Movie;Cops and Robbers;Arnon Manor, Timothy Ware-Hill;Timothy Ware-Hill;United States;December 28, 2020;2020;PG-13;8 min;Dramas;Animation and activism unite in this multimedia spoken-word response to police brutality and racial injustice.
Movie;BLACKPINK: Light Up the Sky;Caroline Suh;Blackpink;United States;October 14, 2020;2020;TV-14;80 min;Documentaries, Music & Musicals;Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.
Movie;Welcome to Sudden Death;Dallas Jackson;Michael Jai White, Michael Eklund, Sabryn Rock, Nakai Takawira, Lyric Justice, Sagine Semajuste, Gary Owen, Anthony Grant, Kristen Harris, BJ Verot, Sean Skene, Marrese Crump, Stephanie Sy, Jeff Strome, Adam Hurtig, Gillian White, Anthony J. Mifsud;United States;September 29, 2020;2020;R;80 min;Action & Adventure;At a basketball game, an ex-Special Forces officer must face a group of tech-savvy hostiles when a team owner and his daughter are taken hostage.
Movie;Earth and Blood;Julien Leclercq;Sami Bouajila, Eriq Ebouaney, Samy Seghir, Sofia Lesaffre;France, Belgium;April 17, 2020;2020;TV-MA;81 min;Dramas, International Movies, Thrillers;A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.
Movie;Dark Forces;Bernardo Arellano;Tenoch Huerta, Eréndira Ibarra, Dale Carley, Ariane Pellicer, Johana Blendl, Dai Liparoti, Mauricio Aspe, Nick Zedd;Mexico;August 21, 2020;2020;TV-MA;81 min;Horror Movies, Independent Movies, International Movies;In search of his sister, a renegade criminal seeks answers at a sordid hotel where he encounters a sinister guest and romances a mysterious waitress.
Movie;Riding Faith;Paco Aguilar;John Schneider, T.C. Stallings, Grace Van Dien, Marisa Brown, Jimmy Deshler;United States;June 17, 2020;2020;TV-PG;81 min;Children & Family Movies, Dramas, Faith & Spirituality;Following her father's death, a young woman struggles to help her mother keep the family ranch afloat while preserving a special bond with her horse.
Movie;Luccas Neto em: Acampamento de Férias 2;Lucas Margutti;Luccas Neto, Giovanna Alparone, Jéssica Diehl, Vivian Duarte;Brazil;May 4, 2020;2020;TV-G;81 min;Children & Family Movies, Comedies, Music & Musicals;Luccas and his band of buddies make music and mischief at a new summer camp, where they face off with talented rivals and their tough coach.
Movie;Dance Dreams: Hot Chocolate Nutcracker;Oliver Bokelberg;Debbie Allen;United States;November 27, 2020;2020;TV-PG;81 min;Children & Family Movies, Documentaries;"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker."""
Movie;Berlin, Berlin: Lolle on the Run;Franziska Meyer Price;Felicitas Woll, Janina Uhse, Jan Sosniok, Matthias Klimsa, Sandra Borgmann, Kai Lentrodt, Armin Rohde, Gitta Schweighöfer, Kailas Mahadevan;Germany;August 7, 2020;2020;TV-MA;82 min;Comedies, International Movies;In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart – until Sven disrupts her plans.
Movie;Thiago Ventura: POKAS;Fabio Ock, Joana Mazzucchelli;Thiago Ventura;Brazil;July 2, 2020;2020;TV-MA;82 min;Stand-Up Comedy;In a rollicking special, Thiago Ventura jokes about life in the hood, social issues and more, explaining how actions speak louder than words.
Movie;Carmen Sandiego: To Steal or Not to Steal;Jos Humphrey;Gina Rodriguez, Finn Wolfhard, Abby Trott, Michael Hawley, Liam O'Brien, Mary Elizabeth McGlynn, Toks Olagundoye, Sharon Muthu;Canada, United States;March 10, 2020;2020;TV-Y7;82 min;Children & Family Movies;You drive the action in this interactive adventure, helping Carmen save Ivy and Zack when V.I.L.E. captures them during a heist in Shanghai.
Movie;Girl's Revenge;Weica Wang;Wang Yu-ping, Yuri Chen, Shiny Yao, Pii Liu, Mike Lin, Edison Song, Xia Teng-hong, Moon Lee;Taiwan;November 6, 2020;2020;TV-MA;82 min;Dramas, International Movies;After a sex video subjects her friend to mockery and bullying, a transfer student sets out to reveal the truth as campus secrets come to light.
Movie;I Am Vengeance: Retaliation;Ross Boyask;Stu Bennett, Vinnie Jones, Mark Griffin, Katrina Durden, Phoebe Robinson-Galvin, Sam Benjamin, David Schaal, Jessica-Jane Stafford, Bentley Kalu, Jean-Paul Ly;United Kingdom;October 17, 2020;2020;R;82 min;Action & Adventure;To clear his criminal record, an ex-special forces soldier agrees to lead a team to retrieve a double-crossing mercenary and deliver him to justice.
Movie;An Unremarkable Christmas;Juan Camilo Pinzon;Antonio Sanint, Luis Eduardo Arango, María Cecilia Sánchez, Mariana Gómez, Julián Cerati, Aura Cristina Geithener, Biassini Segura, Lina Tejeiro, Julio César Herrera, Christian Villamil;Colombia;December 17, 2020;2020;TV-14;83 min;Comedies, Dramas, International Movies;An accountant and aspiring magician invites his boss to spend Christmas with his family — unaware that he's one of Colombia's most-wanted criminals.
Movie;Bobbleheads The Movie;Kirk Wise;Jennifer Coolidge, Karen Fukuhara, Khary Payton, Julian Sands, Brenda Song, Luke Wilson, Cher;United States;December 8, 2020;2020;PG;83 min;Children & Family Movies, Comedies;A team of bobbleheads band together to defend their collector’s home when uninvited relatives barge in looking to steal from his prized collection.
Movie;Latte and the Magic Waterstone;Regina Welker, Nina Wels;Ashley Bornancin, Carter Hastings;Germany;July 31, 2020;2020;TV-Y;83 min;Children & Family Movies, Comedies;When a greedy bear steals a magic stone to keep the forest’s water for himself, a brave hedgehog and a timid squirrel must work together to retrieve it.
Movie;The Decline;Patrice Laliberté;Guillaume Laurin, Marie-Evelyne Lessard, Réal Bossé, Marc-André Grondin, Marc Beaupré, Marilyn Castonguay, Guillaume Cyr, Isabelle Giroux, Juliette Maxyme Proulx;Canada;March 27, 2020;2020;TV-MA;83 min;Action & Adventure, International Movies;An accident at a remote training camp leaves a group of survivalists bitterly divided — and caught in a brutal fight for their lives.
Movie;Shawn Mendes: In Wonder;Grant Singer;Shawn Mendes;United States;November 23, 2020;2020;TV-MA;83 min;Documentaries, Music & Musicals;Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future.
Movie;Guest House;Sam Macaroni;Pauly Shore, Mike Castle, Aimee Teegarden, Billy Zane, Charlotte McKinney, Louis Ferrigno,  Jr., Erik Griffin, Bobby Lee, Punkie Johnson, Mikaela Hoover, Chris Kattan, Steve-O;United States;December 18, 2020;2020;R;84 min;Comedies;The only downside to a young couple’s new dream home — and fresh start — is the nightmare of the raucous houseguest in back who refuses to leave.
Movie;Banana Split;Ben Kasulke;Hannah Marks, Liana Liberato, Dylan Sprouse, Luke Spencer Roberts, Jessica Hecht, Addison Riecke, Meagan Kimberly Smith, Haley Ramm;United States;July 26, 2020;2020;TV-MA;84 min;Comedies, Dramas, Independent Movies;Despite leaving for college, a heartsick teen tries to build a new friendship with a kindred spirit even though she's dating her ex-boyfriend.
Movie;Ainu Mosir;Takeshi Fukunaga;Kanto Shimokura, Debo Akibe, Emi Shimokura, Toko Miura, Lily Franky;United States, Japan;November 17, 2020;2020;TV-PG;84 min;Dramas, International Movies;A sensitive Ainu teen searches for a spiritual connection with his recently deceased dad while navigating his indigenous identity in a changing world.
Movie;Notes for My Son;Carlos Sorín;Valeria Bertuccelli, Esteban Lamothe, Julián Sorín, Mauricio Dayub, Malena Pichot, Catarina Spinetta, Carla Quevedo, Anita Pauls, Mónica Antonópulos, Paola Barrientos, Ana Katz, Romina Richi, Diego Gentile, Beatriz Spelzini, Diego Reinhold;Argentina;November 24, 2020;2020;TV-MA;84 min;Dramas, International Movies;Battling terminal cancer, a woman writes a one of a kind notebook about life, death and love for her son to remember her by. Based on a true story.
Movie;David Attenborough: A Life on Our Planet;Alastair Fothergill, Jonnie Hughes, Keith Scholey;David Attenborough;United States, United Kingdom;October 4, 2020;2020;PG;84 min;Documentaries;A broadcaster recounts his life, and the evolutionary history of life on Earth, to grieve the loss of wild places and offer a vision for the future.
Movie;Monsoon;Hong Khaou;Henry Golding, Parker Sawyers, Molly Harris, David Tran;United Kingdom;February 13, 2021;2020;TV-MA;85 min;Dramas, Independent Movies, LGBTQ Movies;A reflective man must come to terms with his forced displacement from Vietnam when he returns to his birthplace to spread his parents' ashes.
Movie;Miss Americana;Lana Wilson;Taylor Swift;United States;January 31, 2020;2020;TV-MA;85 min;Documentaries, Music & Musicals;In this revealing documentary, Taylor Swift embraces her role as a songwriter and performer — and as a woman harnessing the full power of her voice.
Movie;A truthful Mother;Ravishankar Venkateswaran;Revathi, Roger Narayanan, Sneha Ravishankar, Vidya Shankar, SR Leela;India;March 31, 2020;2020;TV-Y7;85 min;Children & Family Movies;Facing a drought, a hungry tiger and a noble cow have an extraordinary encounter in this fable based on a children’s book and a Kannada folk song.
Movie;Ben Platt Live from Radio City Music Hall;Alex Timbers, Sam Wrench;Ben Platt;United States;May 20, 2020;2020;TV-PG;85 min;Music & Musicals;"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage —numbers from his debut LP, ""Sing to Me Instead.”"
Movie;Kiss the Ground;Joshua Tickell, Rebecca Harrell Tickell;Woody Harrelson;United States;September 22, 2020;2020;TV-G;85 min;Documentaries;Science experts and celebrity activists unpack the ways in which the earth's soil may be the key to combating climate change and preserving the planet.
Movie;One Take;Manatsanun Phanlerdwongsakul;BNK48;Thailand;June 18, 2020;2020;TV-G;86 min;Documentaries, International Movies, Music & Musicals;Members of Thai girl group BNK48 share the ups and downs of preparing for the 6th Single Senbatsu General Election.
Movie;Have a Good Trip: Adventures in Psychedelics;Donick Cary;Nick Offerman, Adam Scott;United States;May 11, 2020;2020;TV-MA;86 min;Documentaries;Explore hallucinogenic highs and lows as celebrities share funny, mind-blowing tales via animations, reenactments and more in this documentary.
Movie;Vampires vs. the Bronx;Oz Rodriguez;Jaden Michael, Gerald W. Jones III, Gregory Diaz IV, Sarah Gadon, Method Man, Shea Whigham, Coco Jones, The Kid Mero, Chris Redd, Vladimir Caamaño, Jeremie Harris, Adam David Thompson, Zoe Saldana;United States;October 2, 2020;2020;PG-13;86 min;Comedies, Horror Movies;Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.
Movie;The Lovebirds;Michael Showalter;Issa Rae, Kumail Nanjiani, Paul Sparks, Anna Camp, Kyle Bornheimer, Nicholas X. Parsons, Andrene Ward-Hammond, Catherine Cohen, Barry Rothbart;United States;May 22, 2020;2020;R;87 min;Action & Adventure, Comedies, Romantic Movies;When a couple in the fast lane to splitsville accidentally careens into a murder, they take off on a wild race to find the killer and clear their names.
Movie;Shawn Mendes: Live in Concert;Paul Dugdale;Shawn Mendes;United Kingdom, United States;November 25, 2020;2020;TV-PG;87 min;Music & Musicals;In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.
Movie;Midnight at the Magnolia;Maxwell McGuire;Natalie Hall, Evan Williams, Michael Gordon Shore, Steve Cumyn, Albert Brooks;Canada;November 5, 2020;2020;TV-G;87 min;Comedies, Romantic Movies;Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.
Movie;Love Like the Falling Rain;Lasja Fauzia Susatyo;Jefri Nichol, Aurora Ribero, Axel Matthew, Nadya Arina, Karina Suwandhi, Rebecca Klopper;Indonesia;October 15, 2020;2020;TV-14;87 min;Dramas, International Movies, Romantic Movies;Fearing rejection, a young man struggles to declare his feelings for his best friend, who soon falls for another man — until a fateful incident.
Movie;Cadaver;Jarand Herdal;Gitte Witt, Thomas Gullestad, Thorbjørn Harr, Tuva Olivia Remman, Trine Wiggen, Maria Grazia Di Meo, Kingsford Siayor, Jonatan Rodriguez;Norway;October 22, 2020;2020;TV-MA;87 min;Horror Movies, International Movies;When a peculiar hotel dinner show draws crowds during a postapocalyptic famine, one family discovers they'll pay much more than the price of admission.
Movie;Coffee & Kareem;Michael Dowse;Ed Helms, Taraji P. Henson, Terrence Little Gardenhigh, Betty Gilpin;United States;April 3, 2020;2020;TV-MA;88 min;Action & Adventure, Comedies;An inept Detroit cop must team up with his girlfriend's foul-mouthed young son when their first crack at bonding time uncovers a criminal conspiracy.
Movie;What Lies Below;Braden R. Duemmler;Ema Horvath, Trey Tucker, Mena Suvari, Haskiri Velazquez, Danny Corbo, Olan Montgomery, Troy Iwata;United States;April 4, 2021;2020;TV-MA;88 min;Horror Movies, Thrillers;Back home at her lake house, a teenager begins to suspect that a sinister force lurks beneath the surface of her mother's too-perfect new lover.
Movie;The Bridge Curse;Lester Hsi;JC Lin, Vera Yen, Summer Meng, Ning Chang, Ruby Zhan, Hsieh Yi-hung, Cheng Ko;Taiwan;August 27, 2020;2020;TV-MA;88 min;Horror Movies, International Movies, Thrillers;A group of university students decides to test an urban legend about the ghost of a female student that haunts a campus bridge.
Movie;Aliens Stole My Body;Sean McNamara;Jayden Greig, Lauren McNamara, Dan Payne, Alex Zahara, Sean Quan, Kirsten Robek, Ty Consiglio, Christian Convery, Sandy Robson, Christina Meredith Lewall, George Takei;United States;May 1, 2021;2020;PG;88 min;Children & Family Movies, Comedies;The Galactic Patrol is on the hunt for Deputy Rod Allbright's body. Now they must team up with old and new friends to stop the body-snatching fiend.
Movie;Sightless;Cooper Karl;Madelaine Petsch, Alexander Koch, December Ensminger, Lee Jones;United States;January 20, 2021;2020;TV-14;89 min;Thrillers;A former violinist grows suspicious of the new people in her life and their alarming behavior as she recovers from an assault that left her blind.
Movie;The Players;Stefano Mordini;Valerio Mastandrea, Riccardo Scamarcio, Laura Chiatti, Valentina Cervi, Marina Foïs, Euridice Axen, Massimiliano Gallo, Alessia Giuliani;Italy;July 15, 2020;2020;TV-MA;89 min;Comedies, International Movies;From campy lies to sexy surprises, this collection of vignettes captures the follies of several men as they fumble with fidelity and relationships.
Movie;Hunter in the Blue Side of Manchester;Rako Prijanto;Adipati Dolken, Ganindra Bimo, Donny Alamsyah, Vonny Cornellya, Tania Staite, Maurice Bryrne, Kevin Bzezovski Taroreh;Indonesia, United Kingdom;July 3, 2020;2020;TV-MA;89 min;Dramas, International Movies;To honor his father, a diligent college graduate takes on the daunting goal of becoming a reporter for an English Premier League soccer club.
Movie;Sitting in Limbo;Stella Corradi;Patrick Robinson, Nadine Marshall, Pippa Bennett-Warner, CJ Beckford;United Kingdom;May 1, 2021;2020;TV-MA;89 min;Dramas, International Movies;After living 50 years in the UK, Anthony Bryan is wrongfully detained by the government and threatened with deportation. Based on true events.
Movie;Norm of the North: Family Vacation;Anthony Bell;Andrew Toth, Lisa Durupt, Jonathan Holmes, Paul Dobson, Cole Howard, Brian Drummond, Jennifer Cameron;United States;May 25, 2020;2020;TV-Y7;89 min;Children & Family Movies;Stressed by his duties as king and father, Norm must secretly find his stolen crown while taking his family on a much-needed vacation.
Movie;Becoming;Nadia Hallgren;Michelle Obama;United States;May 6, 2020;2020;PG;89 min;Documentaries;"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with ""Becoming."""
TV Show;Call the Midwife;Philippa Lowthorpe;Vanessa Redgrave, Bryony Hannah, Helen George, Jenny Agutter, Pam Ferris, Laura Main, Judy Parfitt, Cliff Parisi, Stephen McGann, Ben Caplan, Miranda Hart, Jessica Raine, Max Macmillan, Victoria Yeates, Jack Ashton, Emerald Fennell, Linda Bassett;United Kingdom;September 15, 2020;2020;TV-MA;9 Seasons;British TV Shows, International TV Shows, TV Dramas;This period drama set in impoverished East London in the 1950s follows a newly qualified midwife and her colleagues at a nursing convent.
Movie;The Old Ways;Christopher Alender;Brigitte Kali Canales, Andrea Cortes, Julia Vera, Sal Lopez;United States;August 25, 2021;2020;TV-MA;90 min;Horror Movies;A reporter visits her birthplace in Veracruz for a story about tribal culture, only to be kidnapped by locals who believe she's demonically possessed.
Movie;We Summon the Darkness;Marc Meyers;Alexandra Daddario, Amy Forsyth, Keean Johnson, Maddie Hasson, Logan Miller, Austin Swift, Johnny Knoxville, Allison McAtee, Tanner Beard;United States, Canada, United Kingdom;August 8, 2020;2020;R;90 min;Horror Movies, Thrillers;A night at a 1980s heavy metal concert hits a grisly note when new friends find themselves in the middle of a satanic murder spree.
Movie;All the Freckles in the World;Yibrán Asuad;Hánssel Casillas, Loreto Peralta, Andrea Sutton, Luis De La Rosa, Alejandro Flores, Anajosé Aldrete, Daniel Haddad, Montserrat Marañón, Juan Carlos Viana Prieto, Hernán Del Riego;Mexico;January 3, 2020;2020;TV-14;90 min;Comedies, International Movies, Romantic Movies;Thirteen-year-old José Miguel is immune to 1994 World Cup fever until he realizes soccer is the only way to win the heart of his crush.
Movie;Fatal Affair;Peter Sullivan;Nia Long, Omar Epps, Stephen Bishop, Maya Stojan, Aubrey Cleland, Carolyn Hennesy;United States;July 16, 2020;2020;TV-14;90 min;Thrillers;A lawyer is caught in a terrifying game of cat and mouse when a drink with an old friend escalates into an obsession that jeopardizes everyone she loves.
Movie;One-Way to Tomorrow;Ozan Açıktan;Dilan Çiçek Deniz, Metin Akdülger;Turkey;June 19, 2020;2020;TV-MA;90 min;Dramas, International Movies, Romantic Movies;Two strangers cross paths on a train en route to Izmir, bonding over their turbulent — and unexpectedly intertwined — romantic pasts.
Movie;The Night Clerk;Michael Cristofer;Tye Sheridan, Ana de Armas, Helen Hunt, John Leguizamo, Johnathon Schaech, Jacque Gray;United States;June 6, 2020;2020;R;90 min;Dramas, Independent Movies;After a charming guest checks in, a voyeuristic hotel clerk on the autism spectrum becomes a suspect in a murder that takes place during his shift.
Movie;Hospital;Brody Chu;Lin Po-Hung, Tai Bo, Jacqueline Zhu, Lei Hong, Hsu Lichi, Yoko Young, Samuel Gu, Eunice Lin;Taiwan;March 20, 2021;2020;TV-MA;90 min;Horror Movies, International Movies;In an abandoned hospital in Tainan, visitors seeking to communicate with their relatives' spirits are haunted by disturbing, supernatural occurrences.
Movie;The Wrong Missy;Tyler Spindel;David Spade, Lauren Lapkus, Nick Swardson, Geoff Pierson, Jackie Sandler, Sarah Chalke, Rob Schneider, Chris Witaske, Joe Anoa'i, Molly Sims;United States;May 13, 2020;2020;TV-MA;90 min;Comedies, Romantic Movies;Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.
Movie;Roped;Shaun Paul Piccinino;Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville;United States;May 2, 2020;2020;PG;90 min;Children & Family Movies, Dramas, Romantic Movies;A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.
Movie;A New York Christmas Wedding;Otoja Abit;Nia Fairweather, Chris Noth, Cooper Koch, Tyra Ferrell, Denny Dillon, Adriana DeMeo, Otoja Abit, David Anzuelo, Camilla Harden, Natasha Goodman, Avery Whitted, Tony D. Head, Joe Perrino;United States;November 5, 2020;2020;TV-MA;90 min;Dramas, LGBTQ Movies, Romantic Movies;As her wedding nears, a bride-to-be is visited by an angel who reveals what could have been if she'd followed feelings for her childhood best friend.
Movie;Residue;Merawi Gerima;Obinna Nwachukwu, Dennis Lindsey, Taline Stewart, Derron Scott, Jamal Graham, JaCari Dye, Julian Selman, Melody Tally, Ramon Thompson, Hasinatu Camara;United States;September 17, 2020;2020;TV-MA;90 min;Dramas, Independent Movies;A young screenwriter returns to his hometown to write a script based on his childhood and discovers his neighborhood has been gentrified.
Movie;Tigertail;Alan Yang;Tzi Ma, Christine Ko, Hong-Chi Lee, Hayden Szeto, Kunjue Li, Fiona Fu, James Saito, Joan Chen;United States;April 10, 2020;2020;PG;91 min;Dramas;A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.
Movie;Giving Voice;James D. Stern, Fernando Villena;Viola Davis, Denzel Washington, Stephen Henderson, Freedom Martin, Nia Sarfo, Cody Merridith, Gerardo Navarro, Aaron Guy, Callie Holley;United States;December 11, 2020;2020;PG-13;91 min;Documentaries;Six ambitious student actors audition for the prestigious August Wilson Monologue Competition, culminating in a riveting final round on Broadway.
Movie;DNA;Maïwenn;Maïwenn, Fanny Ardant, Louis Garrel, Dylan Robert, Marine Vacth, Caroline Chaniolleau, Alain Françon, Florent Lacger, Henri-Noël Tabary, Omar Marwan;France, Algeria;December 26, 2020;2020;TV-MA;91 min;Dramas, International Movies;Grieving the death of her grandfather, Neige navigates family conflict and questions her world in this meditation about cultural identity and roots.
Movie;Love;Khalid Rahman;Shine Tom Chacko, Rajisha Vijayan, Gokulan, Sudhi Koppa, Veena Nandakumar, Johny Antony;India;February 19, 2021;2020;TV-14;91 min;Dramas, Independent Movies, International Movies;The troubling inner workings of a toxic marriage reveal themselves in surprising ways after one of the couple’s feuds spins out of control.
Movie;Full Out 2: You Got This!;Jeff Deverett;Sydney Cope, Logan Edra, Liza Wilk, Braedyn Bruner, Billie Merritt;United States;January 1, 2021;2020;TV-Y;91 min;Children & Family Movies, Dramas, Sports Movies;With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition.
Movie;The Larva Island Movie;Ahn Byoung-wook;Hong Bum-ki, Eddy Lee, Kang Shi-hyun, Ahn Hyo-min, Kim Yeon-woo, Choi Nak-yoon, Tom Wayland, Erica Schroeder;South Korea;July 23, 2020;2020;TV-Y7;91 min;Children & Family Movies, Comedies;In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow.
Movie;Death Can Wait;Fernando Ayllón;Ricardo Quevedo, Nelson Polanía, Liss Pereira, Brian Moreno, Ana Cristina Botero, Jairo Ordóñez, Luis Alberto Saavedra, Blanca Ligia Franco, Marianne Schaller Romero, Shirley Marulanda;Colombia;May 2, 2020;2020;TV-14;91 min;Comedies, International Movies;After learning he may die soon, a modest accountant pulls off a shady money scheme and heads to Europe, where he's faced with a life-or-death situation.
Movie;Kaali Khuhi;Terrie Samundra;Shabana Azmi, Leela Samson, Sanjeeda Sheikh, Satyadeep Misra, Riva Arora, Hetvi Bhanushali, Rose Rathod;India;October 30, 2020;2020;TV-14;91 min;Horror Movies, International Movies;When a restless spirit curses a village that has a history of female infanticide, the town's fate lies in the hands of a 10-year-old girl.
Movie;Love, Guaranteed;Mark Steven Johnson;Rachael Leigh Cook, Damon Wayans Jr., Heather Graham, Caitlin Howden, Brendan Taylor, Sebastian Billingsley-Rodriguez, Sean Amsing, Lisa Durupt, Alvin Sanders, Jed Rees, Kandyse McClure;United States;September 3, 2020;2020;TV-PG;91 min;Comedies, Independent Movies, Romantic Movies;Sparks fly when a crusading but cash-strapped attorney takes on a charming client looking to sue a dating site that guarantees its users will find love.
